ds,unique_id,y
2022-01-13,TX_3,2
2022-01-13,WI_1,4
2022-01-13,WI_2,5
2022-01-13,WI_3,3
2022-01-14,CA_1,0
2022-01-14,CA_2,9
2022-01-14,CA_3,3
2022-01-14,CA_4,5
2022-01-14,TX_1,2
2022-01-14,TX_2,2
2022-01-14,TX_3,0
2022-01-14,WI_1,3
2022-01-14,WI_2,1
2022-01-14,WI_3,6
2022-01-15,CA_1,0
2022-01-15,CA_2,0
2022-01-15,CA_3,2
2022-01-15,CA_4,0
2022-01-15,TX_1,2
2022-01-15,TX_2,1
2022-01-15,TX_3,0
2022-01-15,WI_1,0
2022-01-15,WI_2,1
2022-01-15,WI_3,1
2022-01-16,CA_1,0
2022-01-16,CA_2,0
2022-01-16,CA_3,0
2022-01-16,CA_4,1
2022-01-16,TX_1,1
2022-01-16,TX_2,0
2022-01-16,TX_3,0
2022-01-16,WI_1,6
2022-01-16,WI_2,3
2022-01-16,WI_3,2
2022-01-17,CA_1,0
2022-01-17,CA_2,0
2022-01-17,CA_3,2
2022-01-17,CA_4,4
2022-01-17,TX_1,0
2022-01-17,TX_2,0
2022-01-17,TX_3,0
2022-01-17,WI_1,2
2022-01-17,WI_2,0
2022-01-17,WI_3,3
2022-01-18,CA_1,0
2022-01-18,CA_2,2
2022-01-18,CA_3,0
2022-01-18,CA_4,0
2022-01-18,TX_1,0
2022-01-18,TX_2,0
2022-01-18,TX_3,0
2022-01-18,WI_1,4
2022-01-18,WI_2,1
2022-01-18,WI_3,2
2022-01-19,CA_1,0
2022-01-19,CA_2,2
2022-01-19,CA_3,3
2022-01-19,CA_4,0
2022-01-19,TX_1,2
2022-01-19,TX_2,0
2022-01-19,TX_3,0
2022-01-19,WI_1,2
2022-01-19,WI_2,0
2022-01-19,WI_3,3
2022-01-20,CA_1,0
2022-01-20,CA_2,0
2022-01-20,CA_3,5
2022-01-20,CA_4,0
2022-01-20,TX_1,1
2022-01-20,TX_2,0
2022-01-20,TX_3,0
2022-01-20,WI_1,3
2022-01-20,WI_2,0
2022-01-20,WI_3,4
2022-01-21,CA_1,0
2022-01-21,CA_2,0
2022-01-21,CA_3,4
2022-01-21,CA_4,0
2022-01-21,TX_1,0
2022-01-21,TX_2,0
2022-01-21,TX_3,0
2022-01-21,WI_1,8
2022-01-21,WI_2,0
2022-01-21,WI_3,4
2022-01-22,CA_1,0
2022-01-22,CA_2,1
2022-01-22,CA_3,8
2022-01-22,CA_4,7
2022-01-22,TX_1,1
2022-01-22,TX_2,0
2022-01-22,TX_3,0
2022-01-22,WI_1,6
2022-01-22,WI_2,3
2022-01-22,WI_3,0
2022-01-23,CA_1,0
2022-01-23,CA_2,3
2022-01-23,CA_3,3
2022-01-23,CA_4,1
2022-01-23,TX_1,0
2022-01-23,TX_2,0
2022-01-23,TX_3,0
2022-01-23,WI_1,5
2022-01-23,WI_2,3
2022-01-23,WI_3,0
2022-01-24,CA_1,2
2022-01-24,CA_2,0
2022-01-24,CA_3,5
2022-01-24,CA_4,0
2022-01-24,TX_1,1
2022-01-24,TX_2,0
2022-01-24,TX_3,0
2022-01-24,WI_1,0
2022-01-24,WI_2,3
2022-01-24,WI_3,3
2022-01-25,CA_1,1
2022-01-25,CA_2,1
2022-01-25,CA_3,1
2022-01-25,CA_4,0
2022-01-25,TX_1,0
2022-01-25,TX_2,2
2022-01-25,TX_3,0
2022-01-25,WI_1,1
2022-01-25,WI_2,3
2022-01-25,WI_3,6
2022-01-26,CA_1,11
2022-01-26,CA_2,1
2022-01-26,CA_3,3
2022-01-26,CA_4,0
2022-01-26,TX_1,0
2022-01-26,TX_2,1
2022-01-26,TX_3,0
2022-01-26,WI_1,0
2022-01-26,WI_2,0
2022-01-26,WI_3,3
2022-01-27,CA_1,4
2022-01-27,CA_2,2
2022-01-27,CA_3,5
2022-01-27,CA_4,3
2022-01-27,TX_1,0
2022-01-27,TX_2,0
2022-01-27,TX_3,0
2022-01-27,WI_1,1
2022-01-27,WI_2,0
2022-01-27,WI_3,0
2022-01-28,CA_1,4
2022-01-28,CA_2,2
2022-01-28,CA_3,2
2022-01-28,CA_4,0
2022-01-28,TX_1,0
2022-01-28,TX_2,1
2022-01-28,TX_3,0
2022-01-28,WI_1,5
2022-01-28,WI_2,0
2022-01-28,WI_3,2
2022-01-29,CA_1,0
2022-01-29,CA_2,0
2022-01-29,CA_3,2
2022-01-29,CA_4,0
2022-01-29,TX_1,1
2022-01-29,TX_2,0
2022-01-29,TX_3,0
2022-01-29,WI_1,5
2022-01-29,WI_2,3
2022-01-29,WI_3,1
2022-01-30,CA_1,7
2022-01-30,CA_2,0
2022-01-30,CA_3,1
2022-01-30,CA_4,1
2022-01-30,TX_1,0
2022-01-30,TX_2,2
2022-01-30,TX_3,0
2022-01-30,WI_1,0
2022-01-30,WI_2,0
2022-01-30,WI_3,2
2022-01-31,CA_1,1
2022-01-31,CA_2,1
2022-01-31,CA_3,1
2022-01-31,CA_4,0
2022-01-31,TX_1,1
2022-01-31,TX_2,2
2022-01-31,TX_3,0
2022-01-31,WI_1,2
2022-01-31,WI_2,5
2022-01-31,WI_3,4
2022-02-01,CA_1,7
2022-02-01,CA_2,3
2022-02-01,CA_3,7
2022-02-01,CA_4,5
2022-02-01,TX_1,4
2022-02-01,TX_2,1
2022-02-01,TX_3,0
2022-02-01,WI_1,1
2022-02-01,WI_2,0
2022-02-01,WI_3,0
2022-02-02,CA_1,0
2022-02-02,CA_2,2
2022-02-02,CA_3,5
2022-02-02,CA_4,4
2022-02-02,TX_1,1
2022-02-02,TX_2,0
2022-02-02,TX_3,0
2022-02-02,WI_1,0
2022-02-02,WI_2,0
2022-02-02,WI_3,3
2022-02-03,CA_1,2
2022-02-03,CA_2,2
2022-02-03,CA_3,5
2022-02-03,CA_4,3
2022-02-03,TX_1,1
2022-02-03,TX_2,1
2022-02-03,TX_3,0
2022-02-03,WI_1,2
2022-02-03,WI_2,0
2022-02-03,WI_3,12
2022-02-04,CA_1,1
2022-02-04,CA_2,1
2022-02-04,CA_3,2
2022-02-04,CA_4,0
2022-02-04,TX_1,0
2022-02-04,TX_2,5
2022-02-04,TX_3,0
2022-02-04,WI_1,4
2022-02-04,WI_2,1
2022-02-04,WI_3,0
2022-02-05,CA_1,4
2022-02-05,CA_2,1
2022-02-05,CA_3,4
2022-02-05,CA_4,0
2022-02-05,TX_1,1
2022-02-05,TX_2,0
2022-02-05,TX_3,0
2022-02-05,WI_1,5
2022-02-05,WI_2,0
2022-02-05,WI_3,0
2022-02-06,CA_1,3
2022-02-06,CA_2,0
2022-02-06,CA_3,4
2022-02-06,CA_4,0
2022-02-06,TX_1,2
2022-02-06,TX_2,0
2022-02-06,TX_3,0
2022-02-06,WI_1,5
2022-02-06,WI_2,1
2022-02-06,WI_3,0
2022-02-07,CA_1,3
2022-02-07,CA_2,4
2022-02-07,CA_3,6
2022-02-07,CA_4,0
2022-02-07,TX_1,0
2022-02-07,TX_2,0
2022-02-07,TX_3,0
2022-02-07,WI_1,3
2022-02-07,WI_2,2
2022-02-07,WI_3,0
2022-02-08,CA_1,13
2022-02-08,CA_2,1
2022-02-08,CA_3,6
2022-02-08,CA_4,1
2022-02-08,TX_1,3
2022-02-08,TX_2,0
2022-02-08,TX_3,0
2022-02-08,WI_1,4
2022-02-08,WI_2,4
2022-02-08,WI_3,6
2022-02-09,CA_1,5
2022-02-09,CA_2,1
2022-02-09,CA_3,3
2022-02-09,CA_4,0
2022-02-09,TX_1,1
2022-02-09,TX_2,1
2022-02-09,TX_3,0
2022-02-09,WI_1,3
2022-02-09,WI_2,1
2022-02-09,WI_3,13
2022-02-10,CA_1,1
2022-02-10,CA_2,0
2022-02-10,CA_3,2
2022-02-10,CA_4,0
2022-02-10,TX_1,0
2022-02-10,TX_2,0
2022-02-10,TX_3,0
2022-02-10,WI_1,5
2022-02-10,WI_2,4
2022-02-10,WI_3,2
2022-02-11,CA_1,4
2022-02-11,CA_2,1
2022-02-11,CA_3,4
2022-02-11,CA_4,0
2022-02-11,TX_1,2
2022-02-11,TX_2,3
2022-02-11,TX_3,0
2022-02-11,WI_1,2
2022-02-11,WI_2,3
2022-02-11,WI_3,2
2022-02-12,CA_1,4
2022-02-12,CA_2,2
2022-02-12,CA_3,4
2022-02-12,CA_4,1
2022-02-12,TX_1,0
2022-02-12,TX_2,1
2022-02-12,TX_3,0
2022-02-12,WI_1,3
2022-02-12,WI_2,0
2022-02-12,WI_3,1
2022-02-13,CA_1,2
2022-02-13,CA_2,1
2022-02-13,CA_3,5
2022-02-13,CA_4,2
2022-02-13,TX_1,0
2022-02-13,TX_2,0
2022-02-13,TX_3,1
2022-02-13,WI_1,5
2022-02-13,WI_2,0
2022-02-13,WI_3,1
2022-02-14,CA_1,3
2022-02-14,CA_2,7
2022-02-14,CA_3,2
2022-02-14,CA_4,9
2022-02-14,TX_1,1
2022-02-14,TX_2,1
2022-02-14,TX_3,0
2022-02-14,WI_1,4
2022-02-14,WI_2,0
2022-02-14,WI_3,0
2022-02-15,CA_1,9
2022-02-15,CA_2,4
2022-02-15,CA_3,4
2022-02-15,CA_4,1
2022-02-15,TX_1,1
2022-02-15,TX_2,2
2022-02-15,TX_3,0
2022-02-15,WI_1,3
2022-02-15,WI_2,0
2022-02-15,WI_3,4
2022-02-16,CA_1,1
2022-02-16,CA_2,2
2022-02-16,CA_3,2
2022-02-16,CA_4,1
2022-02-16,TX_1,1
2022-02-16,TX_2,1
2022-02-16,TX_3,0
2022-02-16,WI_1,1
2022-02-16,WI_2,0
2022-02-16,WI_3,5
2022-02-17,CA_1,5
2022-02-17,CA_2,2
2022-02-17,CA_3,6
2022-02-17,CA_4,0
2022-02-17,TX_1,2
2022-02-17,TX_2,3
2022-02-17,TX_3,0
2022-02-17,WI_1,2
2022-02-17,WI_2,0
2022-02-17,WI_3,1
2022-02-18,CA_1,2
2022-02-18,CA_2,2
2022-02-18,CA_3,8
2022-02-18,CA_4,1
2022-02-18,TX_1,0
2022-02-18,TX_2,1
2022-02-18,TX_3,2
2022-02-18,WI_1,3
2022-02-18,WI_2,0
2022-02-18,WI_3,0
2022-02-19,CA_1,4
2022-02-19,CA_2,0
2022-02-19,CA_3,4
2022-02-19,CA_4,0
2022-02-19,TX_1,1
2022-02-19,TX_2,0
2022-02-19,TX_3,1
2022-02-19,WI_1,3
2022-02-19,WI_2,0
2022-02-19,WI_3,0
2022-02-20,CA_1,2
2022-02-20,CA_2,0
2022-02-20,CA_3,1
2022-02-20,CA_4,0
2022-02-20,TX_1,1
2022-02-20,TX_2,0
2022-02-20,TX_3,0
2022-02-20,WI_1,6
2022-02-20,WI_2,0
2022-02-20,WI_3,0
2022-02-21,CA_1,2
2022-02-21,CA_2,0
2022-02-21,CA_3,1
2022-02-21,CA_4,0
2022-02-21,TX_1,1
2022-02-21,TX_2,0
2022-02-21,TX_3,0
2022-02-21,WI_1,3
2022-02-21,WI_2,5
2022-02-21,WI_3,1
2022-02-22,CA_1,3
2022-02-22,CA_2,5
2022-02-22,CA_3,5
2022-02-22,CA_4,3
2022-02-22,TX_1,2
2022-02-22,TX_2,0
2022-02-22,TX_3,0
2022-02-22,WI_1,3
2022-02-22,WI_2,3
2022-02-22,WI_3,2
2022-02-23,CA_1,6
2022-02-23,CA_2,1
2022-02-23,CA_3,5
2022-02-23,CA_4,1
2022-02-23,TX_1,0
2022-02-23,TX_2,2
2022-02-23,TX_3,3
2022-02-23,WI_1,1
2022-02-23,WI_2,1
2022-02-23,WI_3,9
2022-02-24,CA_1,8
2022-02-24,CA_2,0
2022-02-24,CA_3,3
2022-02-24,CA_4,1
2022-02-24,TX_1,2
2022-02-24,TX_2,0
2022-02-24,TX_3,0
2022-02-24,WI_1,3
2022-02-24,WI_2,0
2022-02-24,WI_3,0
2022-02-25,CA_1,3
2022-02-25,CA_2,2
2022-02-25,CA_3,5
2022-02-25,CA_4,2
2022-02-25,TX_1,0
2022-02-25,TX_2,0
2022-02-25,TX_3,1
2022-02-25,WI_1,4
2022-02-25,WI_2,1
2022-02-25,WI_3,3
2022-02-26,CA_1,0
2022-02-26,CA_2,1
2022-02-26,CA_3,4
2022-02-26,CA_4,0
2022-02-26,TX_1,0
2022-02-26,TX_2,1
2022-02-26,TX_3,1
2022-02-26,WI_1,1
2022-02-26,WI_2,0
2022-02-26,WI_3,1
2022-02-27,CA_1,1
2022-02-27,CA_2,2
2022-02-27,CA_3,3
2022-02-27,CA_4,1
2022-02-27,TX_1,0
2022-02-27,TX_2,0
2022-02-27,TX_3,0
2022-02-27,WI_1,1
2022-02-27,WI_2,1
2022-02-27,WI_3,0
2022-02-28,CA_1,1
2022-02-28,CA_2,1
2022-02-28,CA_3,2
2022-02-28,CA_4,0
2022-02-28,TX_1,0
2022-02-28,TX_2,1
2022-02-28,TX_3,0
2022-02-28,WI_1,4
2022-02-28,WI_2,0
2022-02-28,WI_3,1
2022-03-01,CA_1,0
2022-03-01,CA_2,1
2022-03-01,CA_3,1
2022-03-01,CA_4,0
2022-03-01,TX_1,3
2022-03-01,TX_2,2
2022-03-01,TX_3,1
2022-03-01,WI_1,3
2022-03-01,WI_2,0
2022-03-01,WI_3,2
2022-03-02,CA_1,0
2022-03-02,CA_2,0
2022-03-02,CA_3,2
2022-03-02,CA_4,0
2022-03-02,TX_1,0
2022-03-02,TX_2,1
2022-03-02,TX_3,0
2022-03-02,WI_1,4
2022-03-02,WI_2,0
2022-03-02,WI_3,2
2022-03-03,CA_1,3
2022-03-03,CA_2,0
2022-03-03,CA_3,0
2022-03-03,CA_4,2
2022-03-03,TX_1,2
2022-03-03,TX_2,1
2022-03-03,TX_3,2
2022-03-03,WI_1,0
2022-03-03,WI_2,0
2022-03-03,WI_3,4
2022-03-04,CA_1,1
2022-03-04,CA_2,0
2022-03-04,CA_3,7
2022-03-04,CA_4,3
2022-03-04,TX_1,0
2022-03-04,TX_2,0
2022-03-04,TX_3,0
2022-03-04,WI_1,4
2022-03-04,WI_2,6
2022-03-04,WI_3,1
2022-03-05,CA_1,3
2022-03-05,CA_2,1
2022-03-05,CA_3,0
2022-03-05,CA_4,0
2022-03-05,TX_1,0
2022-03-05,TX_2,1
2022-03-05,TX_3,1
2022-03-05,WI_1,3
2022-03-05,WI_2,0
2022-03-05,WI_3,0
2022-03-06,CA_1,4
2022-03-06,CA_2,0
2022-03-06,CA_3,5
2022-03-06,CA_4,0
2022-03-06,TX_1,1
2022-03-06,TX_2,1
2022-03-06,TX_3,0
2022-03-06,WI_1,7
2022-03-06,WI_2,6
2022-03-06,WI_3,2
2022-03-07,CA_1,3
2022-03-07,CA_2,3
2022-03-07,CA_3,5
2022-03-07,CA_4,0
2022-03-07,TX_1,1
2022-03-07,TX_2,0
2022-03-07,TX_3,0
2022-03-07,WI_1,1
2022-03-07,WI_2,0
2022-03-07,WI_3,4
2022-03-08,CA_1,3
2022-03-08,CA_2,7
2022-03-08,CA_3,7
2022-03-08,CA_4,1
2022-03-08,TX_1,0
2022-03-08,TX_2,0
2022-03-08,TX_3,0
2022-03-08,WI_1,2
2022-03-08,WI_2,0
2022-03-08,WI_3,4
2022-03-09,CA_1,1
2022-03-09,CA_2,0
2022-03-09,CA_3,10
2022-03-09,CA_4,6
2022-03-09,TX_1,2
2022-03-09,TX_2,0
2022-03-09,TX_3,1
2022-03-09,WI_1,2
2022-03-09,WI_2,0
2022-03-09,WI_3,1
2022-03-10,CA_1,2
2022-03-10,CA_2,3
2022-03-10,CA_3,8
2022-03-10,CA_4,0
2022-03-10,TX_1,0
2022-03-10,TX_2,3
2022-03-10,TX_3,0
2022-03-10,WI_1,2
2022-03-10,WI_2,1
2022-03-10,WI_3,0
2022-03-11,CA_1,4
2022-03-11,CA_2,0
2022-03-11,CA_3,1
2022-03-11,CA_4,1
2022-03-11,TX_1,2
2022-03-11,TX_2,0
2022-03-11,TX_3,0
2022-03-11,WI_1,6
2022-03-11,WI_2,4
2022-03-11,WI_3,7
2022-03-12,CA_1,2
2022-03-12,CA_2,2
2022-03-12,CA_3,3
2022-03-12,CA_4,1
2022-03-12,TX_1,2
2022-03-12,TX_2,0
2022-03-12,TX_3,0
2022-03-12,WI_1,7
2022-03-12,WI_2,3
2022-03-12,WI_3,2
2022-03-13,CA_1,0
2022-03-13,CA_2,1
2022-03-13,CA_3,2
2022-03-13,CA_4,3
2022-03-13,TX_1,1
2022-03-13,TX_2,6
2022-03-13,TX_3,0
2022-03-13,WI_1,4
2022-03-13,WI_2,1
2022-03-13,WI_3,0
2022-03-14,CA_1,0
2022-03-14,CA_2,0
2022-03-14,CA_3,3
2022-03-14,CA_4,0
2022-03-14,TX_1,0
2022-03-14,TX_2,0
2022-03-14,TX_3,0
2022-03-14,WI_1,1
2022-03-14,WI_2,1
2022-03-14,WI_3,4
2022-03-15,CA_1,3
2022-03-15,CA_2,0
2022-03-15,CA_3,1
2022-03-15,CA_4,2
2022-03-15,TX_1,0
2022-03-15,TX_2,1
2022-03-15,TX_3,0
2022-03-15,WI_1,5
2022-03-15,WI_2,3
2022-03-15,WI_3,0
2022-03-16,CA_1,7
2022-03-16,CA_2,0
2022-03-16,CA_3,2
2022-03-16,CA_4,0
2022-03-16,TX_1,0
2022-03-16,TX_2,3
2022-03-16,TX_3,0
2022-03-16,WI_1,6
2022-03-16,WI_2,0
2022-03-16,WI_3,0
2022-03-17,CA_1,2
2022-03-17,CA_2,5
2022-03-17,CA_3,2
2022-03-17,CA_4,2
2022-03-17,TX_1,0
2022-03-17,TX_2,3
2022-03-17,TX_3,0
2022-03-17,WI_1,4
2022-03-17,WI_2,0
2022-03-17,WI_3,4
2022-03-18,CA_1,2
2022-03-18,CA_2,2
2022-03-18,CA_3,3
2022-03-18,CA_4,1
2022-03-18,TX_1,0
2022-03-18,TX_2,0
2022-03-18,TX_3,0
2022-03-18,WI_1,5
2022-03-18,WI_2,0
2022-03-18,WI_3,1
2022-03-19,CA_1,0
2022-03-19,CA_2,1
2022-03-19,CA_3,6
2022-03-19,CA_4,0
2022-03-19,TX_1,1
2022-03-19,TX_2,1
2022-03-19,TX_3,0
2022-03-19,WI_1,8
2022-03-19,WI_2,4
2022-03-19,WI_3,5
2022-03-20,CA_1,1
2022-03-20,CA_2,1
2022-03-20,CA_3,3
2022-03-20,CA_4,2
2022-03-20,TX_1,0
2022-03-20,TX_2,0
2022-03-20,TX_3,0
2022-03-20,WI_1,5
2022-03-20,WI_2,1
2022-03-20,WI_3,1
2022-03-21,CA_1,0
2022-03-21,CA_2,6
2022-03-21,CA_3,2
2022-03-21,CA_4,0
2022-03-21,TX_1,0
2022-03-21,TX_2,1
2022-03-21,TX_3,0
2022-03-21,WI_1,0
2022-03-21,WI_2,1
2022-03-21,WI_3,5
2022-03-22,CA_1,3
2022-03-22,CA_2,3
2022-03-22,CA_3,3
2022-03-22,CA_4,1
2022-03-22,TX_1,0
2022-03-22,TX_2,3
2022-03-22,TX_3,0
2022-03-22,WI_1,5
2022-03-22,WI_2,1
2022-03-22,WI_3,3
2022-03-23,CA_1,7
2022-03-23,CA_2,0
2022-03-23,CA_3,5
2022-03-23,CA_4,0
2022-03-23,TX_1,0
2022-03-23,TX_2,1
2022-03-23,TX_3,0
2022-03-23,WI_1,1
2022-03-23,WI_2,5
2022-03-23,WI_3,0
2022-03-24,CA_1,2
2022-03-24,CA_2,2
2022-03-24,CA_3,0
2022-03-24,CA_4,0
2022-03-24,TX_1,0
2022-03-24,TX_2,1
2022-03-24,TX_3,0
2022-03-24,WI_1,2
2022-03-24,WI_2,0
2022-03-24,WI_3,4
2022-03-25,CA_1,2
2022-03-25,CA_2,3
2022-03-25,CA_3,5
2022-03-25,CA_4,1
2022-03-25,TX_1,0
2022-03-25,TX_2,1
2022-03-25,TX_3,0
2022-03-25,WI_1,3
2022-03-25,WI_2,0
2022-03-25,WI_3,0
2022-03-26,CA_1,1
2022-03-26,CA_2,3
2022-03-26,CA_3,1
2022-03-26,CA_4,0
2022-03-26,TX_1,0
2022-03-26,TX_2,1
2022-03-26,TX_3,0
2022-03-26,WI_1,2
2022-03-26,WI_2,0
2022-03-26,WI_3,0
2022-03-27,CA_1,2
2022-03-27,CA_2,3
2022-03-27,CA_3,3
2022-03-27,CA_4,2
2022-03-27,TX_1,2
2022-03-27,TX_2,1
2022-03-27,TX_3,0
2022-03-27,WI_1,3
2022-03-27,WI_2,0
2022-03-27,WI_3,2
2022-03-28,CA_1,4
2022-03-28,CA_2,3
2022-03-28,CA_3,2
2022-03-28,CA_4,1
2022-03-28,TX_1,1
2022-03-28,TX_2,2
2022-03-28,TX_3,0
2022-03-28,WI_1,5
2022-03-28,WI_2,1
2022-03-28,WI_3,1
2022-03-29,CA_1,4
2022-03-29,CA_2,1
2022-03-29,CA_3,4
2022-03-29,CA_4,0
2022-03-29,TX_1,3
2022-03-29,TX_2,0
2022-03-29,TX_3,0
2022-03-29,WI_1,7
2022-03-29,WI_2,1
2022-03-29,WI_3,2
2022-03-30,CA_1,5
2022-03-30,CA_2,1
2022-03-30,CA_3,1
2022-03-30,CA_4,0
2022-03-30,TX_1,2
2022-03-30,TX_2,2
2022-03-30,TX_3,0
2022-03-30,WI_1,1
2022-03-30,WI_2,4
2022-03-30,WI_3,1
2022-03-31,CA_1,1
2022-03-31,CA_2,2
2022-03-31,CA_3,3
2022-03-31,CA_4,0
2022-03-31,TX_1,4
2022-03-31,TX_2,1
2022-03-31,TX_3,1
2022-03-31,WI_1,4
2022-03-31,WI_2,2
2022-03-31,WI_3,4
2022-04-01,CA_1,2
2022-04-01,CA_2,3
2022-04-01,CA_3,3
2022-04-01,CA_4,4
2022-04-01,TX_1,0
2022-04-01,TX_2,1
2022-04-01,TX_3,1
2022-04-01,WI_1,6
2022-04-01,WI_2,2
2022-04-01,WI_3,2
2022-04-02,CA_1,1
2022-04-02,CA_2,3
2022-04-02,CA_3,10
2022-04-02,CA_4,0
2022-04-02,TX_1,0
2022-04-02,TX_2,1
2022-04-02,TX_3,2
2022-04-02,WI_1,2
2022-04-02,WI_2,0
2022-04-02,WI_3,3
2022-04-03,CA_1,1
2022-04-03,CA_2,1
2022-04-03,CA_3,5
2022-04-03,CA_4,0
2022-04-03,TX_1,1
2022-04-03,TX_2,2
2022-04-03,TX_3,2
2022-04-03,WI_1,3
2022-04-03,WI_2,1
2022-04-03,WI_3,5
2022-04-04,CA_1,2
2022-04-04,CA_2,0
2022-04-04,CA_3,5
2022-04-04,CA_4,0
2022-04-04,TX_1,1
2022-04-04,TX_2,0
2022-04-04,TX_3,0
2022-04-04,WI_1,8
2022-04-04,WI_2,0
2022-04-04,WI_3,10
2022-04-05,CA_1,2
2022-04-05,CA_2,0
2022-04-05,CA_3,3
2022-04-05,CA_4,1
2022-04-05,TX_1,3
2022-04-05,TX_2,0
2022-04-05,TX_3,1
2022-04-05,WI_1,2
2022-04-05,WI_2,0
2022-04-05,WI_3,2
2022-04-06,CA_1,5
2022-04-06,CA_2,2
2022-04-06,CA_3,8
2022-04-06,CA_4,2
2022-04-06,TX_1,0
2022-04-06,TX_2,1
2022-04-06,TX_3,4
2022-04-06,WI_1,3
2022-04-06,WI_2,2
2022-04-06,WI_3,0
2022-04-07,CA_1,7
2022-04-07,CA_2,1
2022-04-07,CA_3,1
2022-04-07,CA_4,1
2022-04-07,TX_1,2
2022-04-07,TX_2,0
2022-04-07,TX_3,0
2022-04-07,WI_1,0
2022-04-07,WI_2,4
2022-04-07,WI_3,3
2022-04-08,CA_1,1
2022-04-08,CA_2,0
2022-04-08,CA_3,2
2022-04-08,CA_4,0
2022-04-08,TX_1,0
2022-04-08,TX_2,0
2022-04-08,TX_3,0
2022-04-08,WI_1,7
2022-04-08,WI_2,0
2022-04-08,WI_3,1
2022-04-09,CA_1,2
2022-04-09,CA_2,3
2022-04-09,CA_3,3
2022-04-09,CA_4,0
2022-04-09,TX_1,1
2022-04-09,TX_2,0
2022-04-09,TX_3,0
2022-04-09,WI_1,4
2022-04-09,WI_2,0
2022-04-09,WI_3,1
2022-04-10,CA_1,4
2022-04-10,CA_2,2
2022-04-10,CA_3,1
2022-04-10,CA_4,0
2022-04-10,TX_1,0
2022-04-10,TX_2,0
2022-04-10,TX_3,0
2022-04-10,WI_1,2
